"State Name","State","Jurisdiction Name","Jurisdiction Type","Fiscal Year Ending","Program Name","Program Purpose","Statutory Authority","Abating Jurisdictions","Applicable Taxes","Abatement Method","Recapture Provisions","Gross Revenue Loss","Reimbursement","Net Revenue Loss","Type of Loss","Disclosure Notes","Document Source"
"Colorado","CO","City and County of Denver","City/County","2018","Business Incentive Agreements","Business attraction/retention/expansion","Sections 30-11-123 and 31-15-903, CRS, and Chapter 53, Article XVI, DRMC","The City and County of Denver","Personal Property Tax","Tax Credit","Yes","$206,000","$0","$206,000","Active","If at any time after the City grants an incentive tax credit, the City, in its sole discretion determines that Taxpayer did not meet all requirements of sections 30-11-123 and 31-15-903, CRS, Chapter 53, Article XVI, DRMC or other incentive tax credit requirements of the City under section 53-544, DRMC in the tax year for which a credit was granted, Taxpayer agrees that City may issue to Taxpayer a Special Notice of Valuation, and assess and collect from Taxpayer, in the manner provided for in the Colorado Revised Statutes, taxes in the amount of the incentive tax credit for the subject tax year.","https://www.denvergov.org/Government/Agencies-Departments-Offices/Agencies-Departments-Offices-Directory/Department-of-Finance/Financial-Reports/Annual-Comprehensive-Financial-Report"
"Colorado","CO","City and County of Denver","City/County","2018","Various Tax Increment Financing (TIF)","General Economic Development","Sections 30-11-123 and 31-15-903, CRS, and Chapter 53, Article XVI, DRMC","The City and County of Denver","Property Tax","Tax Increment Financing (TIF)","(no provisions for recapture)","$19,234,000","$0","$19,234,000","Active","Abated by DURA. City may issue to Taxpayer a Special Notice of Valuation, and assess and collect from Taxpayer, in the manner provided for in the Colorado Revised Statutes, taxes in the amount of the incentive Tax Credit for the subject tax year.","https://www.denvergov.org/Government/Agencies-Departments-Offices/Agencies-Departments-Offices-Directory/Department-of-Finance/Financial-Reports/Annual-Comprehensive-Financial-Report"
"Colorado","CO","City of Aurora","Municipality","2018","Various Tax Incentive Agreements","Retail development","City Council Ordinance","City of Aurora","Use Tax; Sales Tax; Personal Property Tax","Abatement","(not specified)","$2,500,870","$0","$2,500,870","Active","Disclosed in commitments; the number is the amount paid to date. Recipients are the developers of Town Center at Aurora, Pacific Ocean Marketplace Aurora, Serenity Ridge Marketplace, and Aurora Crossing","https://www.auroragov.org/cms/One.aspx?portalId=16242704&pageId=16401536#Prior%20Year%20Comprehensive%20Annual%20Financial%20Reports"
"Colorado","CO","City of Colorado Springs","Municipality","2018","Economic Development Incentive - Hotel/Entertainment","General Economic Development","City Council","City of Colorado Springs","Sales and Use Tax","Tax Rebate","Refund of excess payment requested","$91,074","$0","$91,074","Active","The City reviews these submissions to verify compliance with the terms of each specific agreement and then issues the payment via check back to the company. The City reserves the right to recapture any payment paid in error and requires the company to return funds when either party becomes aware of an excess payment.","https://coloradosprings.gov/accounting/page/annual-comprehensive-financial-report-acfr"
"Colorado","CO","City of Colorado Springs","Municipality","2018","Economic Development Incentive - Insurance","General Economic Development","City Council","City of Colorado Springs","Sales and Use Tax","Tax Rebate","Refund of excess payment requested","$104,662","$0","$104,662","Active","The City reviews these submissions to verify compliance with the terms of each specific agreement and then issues the payment via check back to the company. The City reserves the right to recapture any payment paid in error and requires the company to return funds when either party becomes aware of an excess payment.","https://coloradosprings.gov/accounting/page/annual-comprehensive-financial-report-acfr"
"Colorado","CO","City of Colorado Springs","Municipality","2018","Economic Development Incentive - Imaging Solutions","General Economic Development","City Council","City of Colorado Springs","Sales and Use Tax","Tax Rebate","Refund of excess payment requested","$182,870","$0","$182,870","Active","The City reviews these submissions to verify compliance with the terms of each specific agreement and then issues the payment via check back to the company. The City reserves the right to recapture any payment paid in error and requires the company to return funds when either party becomes aware of an excess payment.","https://coloradosprings.gov/accounting/page/annual-comprehensive-financial-report-acfr"
"Colorado","CO","City of Colorado Springs","Municipality","2018","Economic Development Incentive - Retail Sales","General Economic Development","City Council","City of Colorado Springs","Sales and Use Tax","Tax Rebate","Refund of excess payment requested","$447,717","$0","$447,717","Active","The City reviews these submissions to verify compliance with the terms of each specific agreement and then issues the payment via check back to the company. The City reserves the right to recapture any payment paid in error and requires the company to return funds when either party becomes aware of an excess payment.","https://coloradosprings.gov/accounting/page/annual-comprehensive-financial-report-acfr"
"Colorado","CO","City of Fort Collins","Municipality","2018","Business Assistance Agreements","Business attraction/retention/expansion","City Council under Resolutions 91-15, 99-23, 2013-025, and 2015-079","City of Fort Collins","bond financing, manufacturing equipment use tax rebates, and business personal property tax rebates","Bond financing; Tax Rebates","(not specified)","$743,969","$0","$743,969","Active","(none)","https://www.fcgov.com/finance/annual-financial-reports"
"Colorado","CO","City of Fort Collins","Municipality","2018","Manufacturer's Use Tax Rebates","General Economic Development","City Code Article II â€“ Tax Refund and Rebate Program, section 25-64.","City of Fort Collins","Sales and Use tax","Tax Rebate","(not specified)","$444,913","$0","$444,913","Active","(none)","https://www.fcgov.com/finance/annual-financial-reports"
"Colorado","CO","City of Lakewood","Municipality","2018","Lakewood Reinvestment Authority Agreements (Wal-Mart)","General Economic Development","Colorado statutes","City of Lakewood","Sales and Use Tax","Tax Abatement","not specified","$1,800,926","$0","$1,800,926","Active","Creekside Shopping Center (Wal-Mart)","https://www.lakewood.org/Government/Departments/Finance"
"Colorado","CO","City of Lakewood","Municipality","2018","Sales Tax Reimbursement-Stevinson Annexation","General Economic Development","Colorado statutes","City of Lakewood","Sales Tax","Tax Rebate","not specified","$2,024,289","$0","$2,024,289","Active","(none)","https://www.lakewood.org/Government/Departments/Finance"
"Colorado","CO","Colorado","State","2018","Colorado Enterprise Zone (EZ) Contribution Tax Credits","General Economic Development (EZ)","Colorado Revised Statutes (CRS) Section 39-30-103.5","State of Colorado","Income Tax","Tax Credit","The provision for recapturing abated taxes would be an income tax return audit conducted by the Department of Revenue.","$14,567,000","$0","$14,567,000","Active","(none)","https://osc.colorado.gov/financial-operations/financial-reports/acfr"
"Colorado","CO","Colorado","State","2018","Colorado Enterprise Zone (EZ)","General Economic Development (EZ)","Colorado Revised Statutes (CRS) Section 39-30","State of Colorado","Income Tax; Sales and Use Tax","Tax Credit; Tax Exemption","The provision for recapturing abated taxes would be an income tax return audit conducted by the Department of Revenue.","$54,515,000","$0","$54,515,000","Active","(none)","https://osc.colorado.gov/financial-operations/financial-reports/acfr"
"Colorado","CO","Colorado","State","2018","Historic Preservation Tax Credit","Historic Preservation","Colorado Revised Statutes Section 39-22-514.5","State of Colorado","Income Tax","Tax Credit","(N/A - performance-based)","$4,148,000","$0","$4,148,000","Active","(none)","https://osc.colorado.gov/financial-operations/financial-reports/acfr"
"Colorado","CO","Colorado","State","2018","Job Growth Incentive Tax Credit","Job Creation/Retention","Colorado Revised Statutes (CRS) Section 39-22-531","State of Colorado","Income Tax","Tax Credit","The provision for recapturing abated taxes would be an income tax return audit conducted by the Department of Revenue.","$6,885,000","$0","$6,885,000","Active","(none)","https://osc.colorado.gov/financial-operations/financial-reports/acfr"
"Colorado","CO","Colorado","State","2018","Regional Tourism Act (TIF)","Tourism development","Colorado Revised Statutes Sections 24-46-301 through 309","State of Colorado","Property Tax; Sales Tax","Tax Increment Financing (TIF)","The provision for recapturing abated taxes is a formal decision by the EDC concluding the project has not commenced within five years.","$6,398,000","$0","$6,398,000","Active","(none)","https://osc.colorado.gov/financial-operations/financial-reports/acfr"
"Colorado","CO","Jefferson County","County","2018","Various Business tax Abatement Agreements","Business attraction/retention/expansion","Colorado Revised Statute CRS 30-11-123","Jefferson  County","Personal Property Tax","Tax Abatement","(not specified)","$763,262","$0","$763,262","Active","In 2018 the County passed a resolution to discontinue business personal property tax payable to the county general fund beginning with taxes attributable to calendar year 2018 payable in 2019. Because of this a resolution to rescind the policy regard the Business Personal Property Tax Incentive was also passed. No new incentive agreements will be entered into in the future all current agreements will be honored until the end of the agreed upon timeframe.","https://www.jeffco.us/1768/Financial-Reports"
"Connecticut","CT","City of Bridgeport","Municipality","2018","Affordable Housing Tax Abatement Program","Affordable Housing","City Council Approved Agreement Resolution under CT Statutes Section 8-215","City of Bridgeport","Real Property Tax; Personal Property Tax","(not specified)","Abatement must be limited in duration and generate more taxes eventually than original property value.","$1,809,643","$0","$1,809,643","Active","(none)","https://www.bridgeportct.gov/content/341307/341403/343324.aspx"
"Connecticut","CT","City of Bridgeport","Municipality","2018","Economic Development Tax Abatement Program","Job Creation/Retention","City Council Approved Agreement Resolution under CT Statute 32-70","City of Bridgeport","Real Property Tax; Personal Property Tax","(not specified)","Abatement must be limited in duration and generate more taxes eventually than original property value.","$3,036,798","$0","$3,036,798","Active","(none)","https://www.bridgeportct.gov/content/341307/341403/343324.aspx"
"Connecticut","CT","City of Hartford","Municipality","2018","Low-Income Housing Abatements","Low-Income Housing","Connecticut General Statutes Sections 32-666a; 12-65; 8-215","City of Hartford","Property Tax","Multiple","(no provisions for recapture)","$3,800,000","$0","$3,800,000","Active","(none)","https://www.hartfordct.gov/Government/Departments/Finance/Accounting-Control"
"Connecticut","CT","City of New Haven","Municipality","2018","City Wide Assessment Deferral Program and the Enterprise Zone Assessment Deferral Program","Construction/rehabilitation","(not specified)","New Haven, Connecticut","Property Tax","Reduction in assessed value","(not specified)","$10,992,000","$0","$10,992,000","Active","(none)","https://www.newhavenct.gov/government/departments-divisions/office-of-management-budget/annual-city-budgets-audits"
